account_id,customer_id,account_type,balance,currency,branch_code,status,opened_date,created_at,updated_at
21078,2256,Current,218466.61,INR,BR004,ACTIVE,2021-05-12,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21079,3299,Savings,419412.17,INR,BR001,ACTIVE,2022-10-31,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21080,4157,Savings,310178.70,INR,BR004,ACTIVE,2024-03-29,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21081,3367,Current,189270.78,INR,BR001,ACTIVE,2020-02-21,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21082,3241,Savings,90691.83,INR,BR004,ACTIVE,2023-06-02,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21083,2659,Current,248183.56,INR,BR003,ACTIVE,2023-07-05,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21084,3985,Current,126949.65,INR,BR004,ACTIVE,2023-07-17,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21085,3649,Current,477834.36,INR,BR003,ACTIVE,2023-10-01,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21086,3655,Savings,246000.06,INR,BR001,ACTIVE,2022-01-24,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21087,4959,Savings,5465.19,INR,BR001,ACTIVE,2023-06-13,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21088,4372,Savings,47345.72,INR,BR003,ACTIVE,2025-01-09,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21089,4430,Savings,168167.06,INR,BR003,ACTIVE,2020-01-26,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21090,2581,Savings,46989.26,INR,BR002,ACTIVE,2020-06-16,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21091,1765,Savings,447087.15,INR,BR002,ACTIVE,2023-05-14,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21092,4525,Savings,427321.43,INR,BR004,ACTIVE,2020-01-12,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21093,3933,Savings,485459.89,INR,BR003,ACTIVE,2020-06-30,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21094,1991,Savings,353526.34,INR,BR001,ACTIVE,2023-01-23,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21095,2587,Current,323086.81,INR,BR002,ACTIVE,2022-07-30,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21096,3554,Savings,461824.82,INR,BR003,ACTIVE,2023-01-23,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21097,3113,Savings,473250.18,INR,BR001,ACTIVE,2024-07-01,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21098,4638,Savings,438866.43,INR,BR001,ACTIVE,2020-07-20,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21099,3270,Savings,430874.95,INR,BR003,ACTIVE,2022-02-27,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21100,1466,Current,336179.92,INR,BR004,ACTIVE,2022-10-22,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21101,3120,Savings,1801.37,INR,BR002,ACTIVE,2022-09-15,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21102,1888,Savings,215329.01,INR,BR002,ACTIVE,2021-05-24,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21103,3522,Savings,333091.64,INR,BR003,ACTIVE,2024-08-02,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21104,4752,Current,274016.56,INR,BR004,ACTIVE,2022-01-31,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21105,4770,Savings,438116.77,INR,BR001,ACTIVE,2021-11-20,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21106,3703,Savings,409632.24,INR,BR004,ACTIVE,2021-07-01,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21107,1019,Savings,299742.32,INR,BR002,ACTIVE,2021-10-01,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21108,3570,Savings,11975.03,INR,BR003,ACTIVE,2020-12-24,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21109,1784,Savings,185295.65,INR,BR002,ACTIVE,2021-07-11,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21110,2707,Current,115179.48,INR,BR003,ACTIVE,2024-06-09,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21111,1415,Savings,170055.27,INR,BR004,ACTIVE,2022-05-25,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21112,1364,Current,309029.03,INR,BR002,ACTIVE,2024-04-30,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21113,3576,Savings,34164.49,INR,BR004,ACTIVE,2020-03-15,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21114,2104,Savings,12098.78,INR,BR002,ACTIVE,2020-12-20,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21115,1796,Current,218999.59,INR,BR004,ACTIVE,2023-03-29,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21116,2214,Savings,396993.34,INR,BR002,ACTIVE,2024-08-15,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21117,2172,Savings,16318.59,INR,BR003,ACTIVE,2022-11-17,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21118,2699,Current,424675.24,INR,BR004,ACTIVE,2021-03-31,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21119,1443,Current,241952.18,INR,BR004,ACTIVE,2022-06-18,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21120,3313,Savings,59999.48,INR,BR003,ACTIVE,2023-07-21,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21121,4944,Savings,319347.53,INR,BR001,ACTIVE,2022-12-20,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21122,1650,Savings,476227.92,INR,BR002,ACTIVE,2021-05-25,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21123,1509,Savings,271713.94,INR,BR002,ACTIVE,2020-10-06,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21124,4373,Savings,343630.74,INR,BR003,ACTIVE,2022-02-06,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21125,1466,Savings,408394.22,INR,BR002,ACTIVE,2022-12-14,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21126,3413,Savings,399870.72,INR,BR004,ACTIVE,2020-09-23,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21127,2423,Savings,37486.25,INR,BR004,ACTIVE,2021-07-06,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21128,3541,Current,370756.71,INR,BR003,ACTIVE,2023-09-18,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21129,3590,Savings,474775.33,INR,BR004,ACTIVE,2020-01-15,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21130,2840,Savings,350625.46,INR,BR001,ACTIVE,2021-03-25,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21131,2504,Current,418385.00,INR,BR002,ACTIVE,2024-08-03,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21132,4240,Savings,243289.30,INR,BR003,ACTIVE,2024-12-02,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21133,2627,Savings,160215.59,INR,BR003,ACTIVE,2020-08-16,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21134,2115,Savings,358476.08,INR,BR002,ACTIVE,2021-12-22,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21135,1723,Current,246607.79,INR,BR001,ACTIVE,2022-07-13,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21136,1842,Savings,447749.14,INR,BR003,ACTIVE,2022-09-16,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21137,3348,Savings,487216.60,INR,BR002,ACTIVE,2021-02-10,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21138,3222,Current,410081.23,INR,BR001,ACTIVE,2021-07-27,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21139,1646,Savings,496347.13,INR,BR003,ACTIVE,2024-05-01,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21140,4445,Current,174836.93,INR,BR001,ACTIVE,2024-04-17,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21141,1024,Savings,447981.93,INR,BR003,ACTIVE,2023-06-21,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21142,4273,Current,165636.88,INR,BR002,ACTIVE,2022-12-10,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21143,1731,Savings,59901.00,INR,BR002,ACTIVE,2024-08-11,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21144,1007,Current,311065.47,INR,BR002,ACTIVE,2023-05-13,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21145,4078,Current,228039.33,INR,BR001,ACTIVE,2021-03-20,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21146,4702,Current,460927.92,INR,BR004,ACTIVE,2020-04-06,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21147,4233,Savings,246604.75,INR,BR001,ACTIVE,2021-02-06,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21148,2621,Current,463888.66,INR,BR002,ACTIVE,2021-03-05,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21149,3926,Savings,40238.30,INR,BR003,ACTIVE,2023-08-27,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21150,2272,Savings,415425.41,INR,BR004,ACTIVE,2021-10-24,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21151,1166,Current,386649.47,INR,BR001,ACTIVE,2020-10-12,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21152,1428,Savings,360269.16,INR,BR001,ACTIVE,2022-05-27,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21153,3193,Savings,178212.79,INR,BR003,ACTIVE,2020-07-28,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21154,2535,Savings,392096.06,INR,BR003,ACTIVE,2022-01-17,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21155,4615,Savings,242164.99,INR,BR002,ACTIVE,2024-04-08,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21156,1933,Savings,357886.55,INR,BR001,ACTIVE,2020-06-17,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21157,3557,Savings,276561.35,INR,BR003,ACTIVE,2021-08-07,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21158,3955,Savings,79562.41,INR,BR003,ACTIVE,2020-04-16,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21159,4292,Savings,33214.74,INR,BR004,ACTIVE,2023-08-13,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21160,3693,Current,183727.14,INR,BR002,ACTIVE,2023-12-29,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21161,2600,Savings,466461.62,INR,BR002,ACTIVE,2021-11-18,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21162,3124,Savings,265337.78,INR,BR001,ACTIVE,2021-04-02,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21163,2667,Savings,401293.84,INR,BR003,ACTIVE,2024-06-26,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21164,1824,Savings,288400.58,INR,BR002,ACTIVE,2021-03-31,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21165,2343,Savings,478994.74,INR,BR001,ACTIVE,2023-04-18,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21166,4945,Savings,191273.55,INR,BR002,ACTIVE,2020-08-05,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21167,2062,Savings,29468.18,INR,BR001,ACTIVE,2021-02-27,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21168,1566,Savings,390553.52,INR,BR003,ACTIVE,2021-03-18,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21169,2666,Savings,370607.17,INR,BR002,ACTIVE,2020-03-11,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21170,4802,Savings,297297.79,INR,BR001,ACTIVE,2020-12-26,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21171,2538,Current,163869.23,INR,BR001,ACTIVE,2023-03-08,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21172,4318,Savings,94944.31,INR,BR003,ACTIVE,2020-02-08,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21173,2164,Savings,241655.75,INR,BR002,ACTIVE,2022-07-13,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21174,4880,Current,333434.50,INR,BR001,ACTIVE,2021-11-10,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21175,2282,Current,289864.33,INR,BR001,ACTIVE,2022-04-04,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21176,3665,Savings,229762.54,INR,BR001,ACTIVE,2024-06-04,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21177,3429,Savings,270307.53,INR,BR001,ACTIVE,2021-12-05,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21178,3896,Savings,54869.51,INR,BR002,ACTIVE,2022-04-03,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21179,4550,Savings,348224.21,INR,BR004,ACTIVE,2022-04-11,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21180,2209,Savings,367393.77,INR,BR002,ACTIVE,2020-01-19,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21181,1303,Savings,6714.85,INR,BR001,ACTIVE,2021-09-05,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21182,2518,Current,135989.26,INR,BR002,ACTIVE,2020-06-27,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21183,1756,Savings,46966.31,INR,BR002,ACTIVE,2022-02-13,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21184,1164,Savings,499117.83,INR,BR003,ACTIVE,2020-11-30,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21185,2668,Savings,297078.07,INR,BR003,ACTIVE,2020-09-20,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21186,2227,Savings,233403.31,INR,BR001,ACTIVE,2020-05-15,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21187,4480,Savings,232037.51,INR,BR004,ACTIVE,2021-07-09,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21188,2234,Savings,482422.19,INR,BR003,ACTIVE,2023-03-23,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21189,2883,Current,330267.96,INR,BR002,ACTIVE,2024-06-18,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21190,3149,Current,85161.12,INR,BR001,ACTIVE,2023-06-18,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21191,4518,Savings,224631.26,INR,BR004,ACTIVE,2022-11-10,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21192,1898,Current,387324.22,INR,BR003,ACTIVE,2024-01-14,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21193,1783,Savings,212251.68,INR,BR001,ACTIVE,2021-12-03,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21194,2995,Savings,155457.18,INR,BR004,ACTIVE,2021-09-30,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21195,2585,Savings,495616.82,INR,BR001,ACTIVE,2024-07-04,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21196,3416,Savings,467882.93,INR,BR004,ACTIVE,2024-07-23,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21197,4311,Savings,470838.62,INR,BR003,ACTIVE,2021-09-25,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21198,1727,Savings,69588.88,INR,BR002,ACTIVE,2022-01-27,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21199,4363,Current,117893.37,INR,BR002,ACTIVE,2022-04-13,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21200,3420,Savings,221591.41,INR,BR003,ACTIVE,2021-04-12,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21201,3910,Savings,416232.50,INR,BR003,ACTIVE,2022-08-04,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21202,2455,Savings,368676.94,INR,BR003,ACTIVE,2022-03-25,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21203,3328,Savings,424984.03,INR,BR004,ACTIVE,2022-06-21,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21204,4539,Savings,460460.88,INR,BR004,ACTIVE,2024-11-07,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21205,3364,Current,390602.65,INR,BR004,ACTIVE,2023-10-13,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21206,3013,Savings,131623.24,INR,BR004,ACTIVE,2020-10-15,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21207,2101,Savings,186879.36,INR,BR004,ACTIVE,2021-04-19,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21208,1816,Savings,176891.35,INR,BR004,ACTIVE,2021-10-23,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21209,1151,Savings,152234.61,INR,BR004,ACTIVE,2022-03-14,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21210,4468,Savings,125300.38,INR,BR003,ACTIVE,2020-12-06,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21211,2009,Savings,376490.54,INR,BR004,ACTIVE,2021-11-17,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21212,2520,Savings,17961.53,INR,BR001,ACTIVE,2021-11-21,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21213,2321,Savings,364468.48,INR,BR004,ACTIVE,2023-04-22,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21214,1669,Savings,411958.32,INR,BR002,ACTIVE,2024-07-25,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21215,4782,Savings,36605.48,INR,BR002,ACTIVE,2024-09-01,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21216,4968,Savings,31861.71,INR,BR003,ACTIVE,2021-01-27,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21217,1407,Savings,143446.44,INR,BR002,ACTIVE,2023-08-22,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21218,3335,Savings,109911.45,INR,BR002,ACTIVE,2023-01-20,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21219,4565,Current,290985.70,INR,BR002,ACTIVE,2024-09-01,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21220,3965,Savings,338050.32,INR,BR003,ACTIVE,2023-08-13,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21221,4608,Current,317436.86,INR,BR003,ACTIVE,2020-07-07,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21222,4528,Current,179316.34,INR,BR004,ACTIVE,2021-02-07,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21223,1492,Current,249700.52,INR,BR002,ACTIVE,2020-02-11,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21224,2033,Current,357185.04,INR,BR004,ACTIVE,2022-03-10,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21225,2942,Savings,60593.71,INR,BR003,ACTIVE,2021-06-04,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21226,2156,Savings,115526.45,INR,BR004,ACTIVE,2024-05-18,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21227,2101,Savings,454107.59,INR,BR004,ACTIVE,2020-03-07,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21228,3786,Savings,171820.86,INR,BR002,ACTIVE,2023-03-30,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21229,3179,Savings,400777.03,INR,BR003,ACTIVE,2021-05-04,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21230,1997,Savings,126243.89,INR,BR002,ACTIVE,2022-02-21,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21231,2912,Savings,21778.54,INR,BR004,ACTIVE,2022-05-21,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21232,2436,Savings,250699.90,INR,BR003,ACTIVE,2021-08-07,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21233,2114,Current,446348.54,INR,BR004,ACTIVE,2022-03-06,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21234,3546,Current,409822.99,INR,BR004,ACTIVE,2021-02-02,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21235,4701,Savings,127216.65,INR,BR002,ACTIVE,2021-01-05,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21236,3670,Savings,455057.95,INR,BR003,ACTIVE,2023-11-07,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21237,1889,Savings,240378.23,INR,BR003,ACTIVE,2024-04-18,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21238,1354,Savings,25450.50,INR,BR002,ACTIVE,2024-10-27,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21239,3319,Current,14934.39,INR,BR001,ACTIVE,2024-08-22,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21240,2416,Savings,243071.75,INR,BR002,ACTIVE,2024-05-18,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21241,1432,Savings,273615.11,INR,BR002,ACTIVE,2023-02-27,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21242,1739,Savings,40876.55,INR,BR001,ACTIVE,2020-06-14,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21243,3520,Savings,461198.09,INR,BR003,ACTIVE,2021-06-23,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21244,2780,Savings,359390.20,INR,BR001,ACTIVE,2020-07-20,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21245,2332,Savings,400839.90,INR,BR004,ACTIVE,2020-06-19,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21246,1508,Current,292427.60,INR,BR004,ACTIVE,2023-09-22,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21247,1055,Savings,332108.49,INR,BR002,ACTIVE,2022-04-28,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21248,3085,Savings,194542.25,INR,BR004,ACTIVE,2020-03-09,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21249,1900,Savings,339969.25,INR,BR001,ACTIVE,2023-04-15,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21250,3103,Savings,489113.26,INR,BR004,ACTIVE,2021-04-07,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21251,1524,Current,324210.24,INR,BR003,ACTIVE,2020-09-03,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21252,3963,Savings,171475.23,INR,BR002,ACTIVE,2020-07-13,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21253,1463,Current,143334.32,INR,BR002,ACTIVE,2021-11-26,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21254,1697,Current,481709.62,INR,BR003,ACTIVE,2020-03-04,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21255,2502,Current,93316.15,INR,BR003,ACTIVE,2023-12-24,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21256,2773,Savings,403292.11,INR,BR002,ACTIVE,2023-06-13,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21257,4877,Savings,233165.88,INR,BR003,ACTIVE,2024-07-09,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21258,1716,Current,222436.12,INR,BR004,ACTIVE,2020-11-01,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21259,2235,Current,374021.36,INR,BR004,ACTIVE,2021-06-12,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21260,4298,Savings,74871.18,INR,BR004,ACTIVE,2024-11-06,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21261,4079,Savings,233681.67,INR,BR004,ACTIVE,2023-01-29,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21262,3780,Savings,18881.01,INR,BR001,ACTIVE,2021-02-02,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21263,2847,Current,382160.96,INR,BR001,ACTIVE,2022-04-27,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21264,4612,Savings,30130.26,INR,BR001,ACTIVE,2020-03-31,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21265,1989,Savings,44557.11,INR,BR001,ACTIVE,2024-10-03,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21266,2829,Savings,422568.36,INR,BR004,ACTIVE,2024-11-12,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21267,1212,Savings,248269.72,INR,BR004,ACTIVE,2021-06-27,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21268,4261,Savings,101286.87,INR,BR003,ACTIVE,2020-03-16,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21269,4147,Savings,296699.70,INR,BR001,ACTIVE,2021-05-28,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21270,1754,Savings,260122.35,INR,BR001,ACTIVE,2020-03-19,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21271,4186,Savings,206043.26,INR,BR002,ACTIVE,2023-03-01,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21272,4751,Savings,452803.12,INR,BR003,ACTIVE,2024-10-21,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21273,4690,Savings,374979.54,INR,BR004,ACTIVE,2020-11-06,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21274,4223,Savings,76644.84,INR,BR003,ACTIVE,2022-02-24,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21275,1436,Savings,285816.55,INR,BR003,ACTIVE,2020-02-06,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21276,2902,Savings,45283.21,INR,BR002,ACTIVE,2022-07-04,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
21277,1084,Savings,123082.33,INR,BR002,ACTIVE,2024-09-06,2026-05-16 10:42:26.8595142,2026-05-16 10:42:26.8595142
